bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1408686,1791,AB268,2,Engrossed,2021-05-27,"Courts: sealing records: autopsy reports.","An act to amend Section 130 of the Code of Civil Procedure, relating to court records.",487,"Senate Public Safety",2021-06-29,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB268/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB268
1411970,1791,AB269,1,Introduced,2021-01-19,"Nursing: licensure: renewal fees: reduced fee.","An act to add Section 2811.1 to the Business and Professions Code, relating to healing arts.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB269/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB269
1411971,1791,AB270,1,Introduced,2021-01-19,"Core Behavioral Health Crisis Services System.","An act to add Article 6.2 (commencing with Section 53124) to Chapter 1 of Part 1 of Division 2 of Title 5 of the Government Code, relating to behavioral health, and making an appropriation therefor.",457,"Assembly Health",2021-01-28,"Referred to Coms. on HEALTH and C. & C.",https://legiscan.com/CA/bill/AB270/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB270
1411972,1791,AB271,4,Passed,2021-07-09,"Santa Clara Valley Water District: contracts: best value procurement.","An act to add Section 21163 to the Public Contract Code, relating to public contracts.",0,,2021-07-09,"Chaptered by Secretary of State - Chapter 48, Statutes of 2021.",https://legiscan.com/CA/bill/AB271/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB271
1411973,1791,AB272,4,Passed,2021-08-31,"Enrollment agreements.","An act to add Chapter 3.7 (commencing with Section 1002.7) to Title 14 of Part 2 of the Code of Civil Procedure, relating to enrollment agreements.",0,,2021-08-31,"Chaptered by Secretary of State - Chapter 146, Statutes of 2021.",https://legiscan.com/CA/bill/AB272/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB272
1411974,1791,AB273,1,Introduced,2021-01-19,"Cannabis: advertisements: highways.","An act to amend Section 26152 of, and to add Section 26152.5 to, the Business and Professions Code, relating to cannabis.",451,"Assembly Business and Professions",2021-04-27,"In committee: Set, first hearing. Failed passage. Reconsideration granted.",https://legiscan.com/CA/bill/AB273/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB273
1411975,1791,AB274,1,Introduced,2021-01-19,"Unemployment benefits: chip-enabled cards.","An act to amend Section 1339.1 of the Unemployment Insurance Code, relating to unemployment insurance, and declaring the urgency thereof, to take effect immediately.",461,"Assembly Insurance",2021-01-28,"Referred to Com. on INS.",https://legiscan.com/CA/bill/AB274/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB274
1411976,1791,AB275,4,Passed,2021-10-06,"Classified community college employees.","An act to amend Sections 88013 and 88120 of the Education Code, relating to community college employees.",0,,2021-10-06,"Chaptered by Secretary of State - Chapter 556, Statutes of 2021.",https://legiscan.com/CA/bill/AB275/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB275
1411977,1791,AB276,1,Introduced,2021-01-19,"Ovarian and cervical cancer.","An act to add Article 4 (commencing with Section 104210) to Chapter 2 of Part 1 of Division 103 of the Health and Safety Code, relating to cancer.",457,"Assembly Health",2021-01-28,"Referred to Com. on HEALTH.",https://legiscan.com/CA/bill/AB276/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB276
1411978,1791,AB277,4,Passed,2021-10-04,"Domestic violence: victims: address confidentiality.","An act to add Section 6226.5 to the Family Code, and to amend Sections 6206 and 6209.5 of, and to add Section 6209.6 to, the Government Code, relating to domestic violence.",0,,2021-10-04,"Chaptered by Secretary of State - Chapter 457, Statutes of 2021.",https://legiscan.com/CA/bill/AB277/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB277
1411979,1791,AB278,1,Introduced,2021-01-19,"Medi-Cal: podiatric services.","An act to amend Section 14043.26 of the Welfare and Institutions Code, relating to Medi-Cal.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB278/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB278
1417849,1791,AB279,5,Vetoed,2021-10-07,"Intermediate care facilities and skilled nursing facilities: COVID-19.","An act to add and repeal Sections 1287 and 1287.1 of the Health and Safety Code, relating to care facilities, and declaring the urgency thereof, to take effect immediately.",0,,2021-10-07,"Vetoed by Governor.",https://legiscan.com/CA/bill/AB279/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB279
1417850,1791,AB280,1,Introduced,2021-01-21,"Electrical corporations: wildfire mitigation plans.","An act to amend Section 8386 of the Public Utilities Code, relating to electricity.",3620,"Assembly Utilities and Energy",2021-01-28,"Referred to Com. on U. & E.",https://legiscan.com/CA/bill/AB280/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB280
1417851,1791,AB281,1,Introduced,2021-01-21,"Personal income taxes: corporation taxes: gross income.","An act relating to taxation.",0,,2021-01-22,"From printer. May be heard in committee February 21.",https://legiscan.com/CA/bill/AB281/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB281
1417852,1791,AB282,2,Engrossed,2021-05-27,"Misdemeanor diversion.","An act to amend Section 1001.95 of the Penal Code, relating to misdemeanor diversion.",487,"Senate Public Safety",2021-07-13,"In committee: Set, first hearing. Failed passage. Reconsideration granted.",https://legiscan.com/CA/bill/AB282/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB282
1417853,1791,AB283,4,Passed,2021-10-05,"Corporate securities: exemption from requirements.","An act to amend Section 25100 of the Corporations Code, relating to corporate securities.",0,,2021-10-05,"Chaptered by Secretary of State - Chapter 512, Statutes of 2021.",https://legiscan.com/CA/bill/AB283/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB283
1417854,1791,AB284,2,Engrossed,2021-06-01,"California Global Warming Solutions Act of 2006: climate goal: natural and working lands.","An act to add Section 38561.5 to the Health and Safety Code, relating to greenhouse gases.",0,,2021-09-02,"Ordered to inactive file at the request of Senator Skinner.",https://legiscan.com/CA/bill/AB284/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB284
1417855,1791,AB285,1,Introduced,2021-01-21,"State Department of Education: state school nurse consultant.","An act to add Article 14 (commencing with Section 33485) to Chapter 3 of Part 20 of Division 2 of Title 2 of the Education Code, relating to pupil health, and declaring the urgency thereof, to take effect immediately.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB285/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB285
1417856,1791,AB286,4,Passed,2021-10-05,"Food delivery: purchase prices and tips.","An act to amend Section 22598 of, and to add Sections 22599.1 and 22599.6 to, the Business and Professions Code, relating to business.",0,,2021-10-05,"Chaptered by Secretary of State - Chapter 513, Statutes of 2021.",https://legiscan.com/CA/bill/AB286/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB286
1417857,1791,AB287,4,Passed,2021-09-23,"Civil actions: statute of limitations.","An act to amend Section 338 of the Code of Civil Procedure, relating to civil actions.",0,,2021-09-23,"Chaptered by Secretary of State - Chapter 264, Statutes of 2021.",https://legiscan.com/CA/bill/AB287/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB287
1417858,1791,AB288,1,Introduced,2021-01-21,"California Ban on Scholarship Displacement Act of 2021.","An act to add Article 24 (commencing with Section 70045) to Chapter 2 of Part 42 of Division 5 of Title 3 of the Education Code, relating to student financial aid.",0,,2021-05-20,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB288/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB288
1417859,1791,AB289,4,Passed,2021-07-16,"Classified school employees: merit system: adoption and termination.","An act to amend Sections 45221, 45319, 88051, and 88138 of the Education Code, relating to school employees.",0,,2021-07-16,"Chaptered by Secretary of State - Chapter 88, Statutes of 2021.",https://legiscan.com/CA/bill/AB289/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB289
1417860,1791,AB290,1,Introduced,2021-01-21,"Cannabis testing.","An act to amend Section 26100 of the Business and Professions Code, relating to cannabis.",451,"Assembly Business and Professions",2021-01-28,"Referred to Com. on B. & P.",https://legiscan.com/CA/bill/AB290/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB290
1417861,1791,AB291,1,Introduced,2021-01-21,"Income taxation: exclusion: military survivor benefits.","An act to add and repeal Section 17140.6 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",469,"Assembly Revenue and Taxation",2021-03-22,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB291/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB291
1417862,1791,AB292,4,Passed,2021-10-06,"Corrections: rehabilitative programming.","An act to add Section 2933.7 to the Penal Code, relating to corrections.",0,,2021-10-06,"Chaptered by Secretary of State - Chapter 579, Statutes of 2021.",https://legiscan.com/CA/bill/AB292/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB292
1417863,1791,AB293,4,Passed,2021-10-05,"Preneed funeral arrangements: unclaimed property.","An act to amend, repeal, and add Section 7737 of, and to add Sections 7737.1 and 7737.2 to, the Business and Professions Code, and to amend, repeal, and add Sections 1520 and 1560 of, and to add Section 1518.5 to, the Code of Civil Procedure, relating to funeral law.",0,,2021-10-05,"Chaptered by Secretary of State - Chapter 514, Statutes of 2021.",https://legiscan.com/CA/bill/AB293/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB293
1417864,1791,AB294,1,Introduced,2021-01-21,"Vehicle Tow and Storage Act.","An act to amend Sections 22524.5, 22651.07, and 34620 of, and to add Chapter 3 (commencing with Section 30000) to Division 13 of, the Vehicle Code, relating to vehicles.",471,"Assembly Transportation",2021-01-28,"Referred to Coms. on TRANS. and B. & P.",https://legiscan.com/CA/bill/AB294/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB294
1417865,1791,AB295,1,Introduced,2021-01-21,"Public postsecondary education: pilot program for free tuition and fees: working group.","An act to add Section 66014.1 to the Education Code, relating to postsecondary education.",458,"Assembly Higher Education",2021-01-28,"Referred to Com. on HIGHER ED.",https://legiscan.com/CA/bill/AB295/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB295
1422140,1791,AB296,4,Passed,2021-09-16,"Sales and use taxes: exclusion: pawnbrokers: transfer of vested property.","An act to amend Section 6010.15 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",0,,2021-09-16,"Chaptered by Secretary of State - Chapter 164, Statutes of 2021.",https://legiscan.com/CA/bill/AB296/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB296
1422141,1791,AB297,1,Introduced,2021-01-25,"Fire prevention.","An act to amend Section 39719 of the Health and Safety Code, and to amend Section 4584 of, and to add Section 21080.40 to, the Public Resources Code, relating to fire prevention, and making an appropriation therefor.",466,"Assembly Natural Resources",2021-04-22,"Re-referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB297/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB297
1422142,1791,AB298,4,Passed,2021-09-24,"Accountancy: California Board of Accountancy.","An act to amend Sections 5007, 5070, 5070.5, and 5094.3 of, and to add Sections 5009.5 and 5093.5 to, the Business and Professions Code, relating to professions and vocations.",0,,2021-09-24,"Chaptered by Secretary of State - Chapter 300, Statutes of 2021.",https://legiscan.com/CA/bill/AB298/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB298
1422143,1791,AB299,1,Introduced,2021-01-25,"Career technical education: California Apprenticeship Grant Program.","An act to add Article 1.7 (commencing with Section 78025) to Chapter 1 of Part 48 of Division 7 of Title 3 of the Education Code, relating to career technical education.",458,"Assembly Higher Education",2021-03-24,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB299/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB299
1422144,1791,AB300,1,Introduced,2021-01-25,"Pupil support programs: Cal Grant K–12.","An act to add Part 39 (commencing with Section 65100) to Division 4 of Title 2 of the Education Code, and to add Sections 17053.35, 17131.15, and 23631 to the Revenue and Taxation Code, relating to pupil support programs.",455,"Assembly Education",2021-03-23,"Re-referred to Com. on ED.",https://legiscan.com/CA/bill/AB300/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB300
1422145,1791,AB301,1,Introduced,2021-01-25,"English Language Learner Acquisition and Development Pilot Program: repeal.","An act to repeal Chapter 5 (commencing with Section 420) of Part 1 of Division 1 of Title 1 of the Education Code, relating to English learners.",455,"Assembly Education",2021-02-12,"Referred to Com. on ED.",https://legiscan.com/CA/bill/AB301/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB301
1422146,1791,AB302,4,Passed,2021-07-16,"San Diego Metropolitan Transit Development Board: regulation of for-hire vehicle and passenger jitney services.","An act to amend Sections 120266, 120267, and 120269 of the Public Utilities Code, relating to transportation.",0,,2021-07-16,"Chaptered by Secretary of State - Chapter 89, Statutes of 2021.",https://legiscan.com/CA/bill/AB302/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB302
1422147,1791,AB303,1,Introduced,2021-01-25,"Aquaculture: mariculture production and restoration: pilot program.","An act to amend Section 828 of, to add the heading of Article 1 (commencing with Section 825) to Chapter 4 of Division 1 of, to add and repeal Article 2 (commencing with Section 845) of Chapter 4 of Division 1 of, and to repeal and add Sections 829 and 830 of, the Public Resources Code, relating to aquaculture.",466,"Assembly Natural Resources",2021-04-22,"Re-referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB303/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB303
1422148,1791,AB304,4,Passed,2021-10-08,"Contaminated sites: waste releases or surface or groundwater contamination: local oversight: remedial actions.","An act to amend Sections 25299.50.6, 101480, 101483, 101485, and 101487 of the Health and Safety Code, relating to contaminated sites.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 698, Statutes of 2021.",https://legiscan.com/CA/bill/AB304/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB304
1422149,1791,AB305,2,Engrossed,2021-06-01,"Veteran services: notice.","An act to amend Section 11019.11 of, and to add Section 11019.12 to, the Government Code, relating to veterans.",0,,2021-09-01,"Ordered to inactive file at the request of Senator Eggman.",https://legiscan.com/CA/bill/AB305/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB305
1422150,1791,AB306,4,Passed,2021-07-09,"School districts and community college districts: employee housing.","An act to add Sections 17283.5 and 81050.5 to the Education Code, and to add Section 4454.5 to the Government Code, relating to housing.",0,,2021-07-09,"Chaptered by Secretary of State - Chapter 49, Statutes of 2021.",https://legiscan.com/CA/bill/AB306/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB306
1422151,1791,AB307,1,Introduced,2021-01-25,"Crimes: invasion of privacy.","An act to amend Sections 290 and 647 of the Penal Code, relating to invasion of privacy.",468,"Assembly Public Safety",2021-04-13,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB307/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB307
1422152,1791,AB308,1,Introduced,2021-01-25,"Law enforcement: vehicle burglary and theft task forces.","An act to add Title 12.7 (commencing with Section 14260) to Part 4 of the Penal Code, relating to law enforcement.",0,,2021-05-20,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB308/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB308
1422153,1791,AB309,4,Passed,2021-10-08,"Pupil mental health: model referral protocols.","An act to add Section 49428.1 to the Education Code, relating to pupil health.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 662, Statutes of 2021.",https://legiscan.com/CA/bill/AB309/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB309
1422154,1791,AB310,1,Introduced,2021-01-25,"Wealth tax.","An act to amend Sections 12651 and 12652 of the Government Code, and to add Part 27 (commencing with Section 50301) to Division 2 of the Revenue and Taxation Code, relating to taxation.",469,"Assembly Revenue and Taxation",2021-04-06,"Re-referred to Com. on REV. & TAX.",https://legiscan.com/CA/bill/AB310/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB310
1422155,1791,AB311,1,Introduced,2021-01-25,"Firearms: gun shows.","An act to amend Sections 30395, 30485, and 30495 of, to add Sections 27241 and 27346 to, and repeal Section 30448 of, the Penal Code, relating to firearms.",449,"Assembly Appropriations",2021-05-20,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB311/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB311
1422156,1791,AB312,2,Engrossed,2021-05-27,"Teacher credentialing: basic skills proficiency test: exemption.","An act to amend Sections 44252 and 44830 of the Education Code, relating to teacher credentialing.",477,"Senate Education",2021-07-07,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB312/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB312
1422157,1791,AB313,4,Passed,2021-10-05,"Civil service: Limited Examination and Appointment Program.","An act to amend Sections 19230, 19233, and 19790 of, and to add and repeal Section 19238 of, the Government Code, relating to state employment.",0,,2021-10-05,"Chaptered by Secretary of State - Chapter 515, Statutes of 2021.",https://legiscan.com/CA/bill/AB313/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB313
1422158,1791,AB314,1,Introduced,2021-01-25,"Collective bargaining: Legislature.","An act to add Chapter 12.5 (commencing with Section 3599.50) to Division 4 of Title 1 of the Government Code, relating to the Legislature.",0,,2021-01-28,"Introduced measure version corrected.",https://legiscan.com/CA/bill/AB314/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB314
1422159,1791,AB315,4,Passed,2021-10-06,"Voluntary stream restoration property owner liability: indemnification.","An act to add Chapter 6.6 (commencing with Section 1660) to Division 2 of the Fish and Game Code, relating to fish and wildlife.",0,,2021-10-06,"Chaptered by Secretary of State - Chapter 580, Statutes of 2021.",https://legiscan.com/CA/bill/AB315/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB315
1422160,1791,AB316,2,Engrossed,2021-06-01,"State employees: pay equity: under-represented groups.","An act to add Section 19818.11 to the Government Code, relating to state government.",0,,2021-09-08,"Ordered to inactive file at the request of Senator Rubio.",https://legiscan.com/CA/bill/AB316/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB316
1424570,1791,AB317,4,Passed,2021-09-24,"Foster care.","An act to amend Sections 16160, 16161, 16162, 16164, 16165, and 16167 of, and to add Section 16166 to, the Welfare and Institutions Code, relating to foster care.",0,,2021-09-24,"Chaptered by Secretary of State - Chapter 293, Statutes of 2021.",https://legiscan.com/CA/bill/AB317/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB317
1424571,1791,AB318,1,Introduced,2021-01-26,"Hazardous waste: classification: cannabis waste.","An act to add Section 25142.6 to the Health and Safety Code, relating to hazardous waste.",0,,2021-06-03,"Ordered to inactive file at the request of Assembly Member Levine.",https://legiscan.com/CA/bill/AB318/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB318
1424572,1791,AB319,4,Passed,2021-09-27,"Political Reform Act of 1974: contributions: foreign governments or principals.","An act to amend Section 85320 of the Government Code, relating to the Political Reform Act of 1974.",0,,2021-09-27,"Chaptered by Secretary of State - Chapter 313, Statutes of 2021.",https://legiscan.com/CA/bill/AB319/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB319
1424573,1791,AB320,4,Passed,2021-10-08,"Teacher preparation programs: regionally accredited institutions.","An act to amend Sections 44203, 44225, 44225.6, 44227, 44253.3, 44253.10, 44253.11, 44256, 44258.2, 44258.7, 44259, 44259.1, 44260.2, 44261.2, 44265, 44266, 44273, 44275.4, 44275.5, 44277, 44301, 44311, 44313, 44325, 44344, 44453, 44460, and 44830.3 of, and to add Sections 44252.2, 44420.5, and 44806 to, the Education Code, relating to teacher credentialing.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 663, Statutes of 2021.",https://legiscan.com/CA/bill/AB320/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB320
1424574,1791,AB321,1,Introduced,2021-01-26,"Childcare services: eligibility.","An act to amend Sections 8236 and 8263 of the Education Code, relating to childcare.",460,"Assembly Human Services",2021-04-21,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB321/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB321
1424575,1791,AB322,4,Passed,2021-09-23,"Energy: Electric Program Investment Charge program: biomass.","An act to add Section 25711.9 to the Public Resources Code, relating to energy.",0,,2021-09-23,"Chaptered by Secretary of State - Chapter 229, Statutes of 2021.",https://legiscan.com/CA/bill/AB322/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB322
1424576,1791,AB323,4,Passed,2021-10-04,"Long-term health facilities.","An act to amend Sections 1423, 1424, and 1424.5 of the Health and Safety Code, relating to health facilities.",0,,2021-10-04,"Chaptered by Secretary of State - Chapter 458, Statutes of 2021.",https://legiscan.com/CA/bill/AB323/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB323
1424577,1791,AB324,1,Introduced,2021-01-26,"Income taxes: credits: attic vent closures.","An act to add and repeal Sections 17053.60 and 23660 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",469,"Assembly Revenue and Taxation",2021-03-22,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB324/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB324
1424578,1791,AB325,2,Engrossed,2021-05-27,"Veterans: discharge upgrades.","An act to add Section 885 to the Military and Veterans Code, relating to veterans.",4480,"Senate Military & Veterans Affairs",2021-06-09,"Referred to Com. on M. & V.A.",https://legiscan.com/CA/bill/AB325/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB325
1424579,1791,AB326,4,Passed,2021-10-09,"Health care service plans: Consumer Participation Program.","An act to amend Section 1348.9 of the Health and Safety Code, relating to health care.",0,,2021-10-09,"Chaptered by Secretary of State - Chapter 741, Statutes of 2021.",https://legiscan.com/CA/bill/AB326/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB326
1424580,1791,AB327,1,Introduced,2021-01-26,"COVID-19 vaccination status: prohibition on required disclosure.","An act to add Chapter 3.28 (commencing with Section 6218.8) to Division 7 of Title 1 of the Government Code, relating to privacy.",457,"Assembly Health",2021-04-15,"Re-referred to Coms. on HEALTH and P. & C.P. pursuant to Assembly Rule 96.",https://legiscan.com/CA/bill/AB327/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB327
1424581,1791,AB328,1,Introduced,2021-01-26,"Reentry Housing and Workforce Development Program.","An act to add Chapter 2.9 (commencing with Section 50492) to Part 2 of Division 31 of the Health and Safety Code, relating to housing.",449,"Assembly Appropriations",2021-05-20,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB328/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB328
1426671,1791,AB329,1,Introduced,2021-01-27,Bail.,"An act to amend Section 1269b of, and to add Sections 1269d and 1302.5 to, the Penal Code, relating to bail.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB329/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB329
1426672,1791,AB330,1,Introduced,2021-01-27,"Unemployment compensation: excluded services: family members.","An act to amend Section 631 of the Unemployment Insurance Code, relating to unemployment compensation.",0,,2021-01-28,"From printer. May be heard in committee February 27.",https://legiscan.com/CA/bill/AB330/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB330
1426673,1791,AB331,4,Passed,2021-07-21,"Organized theft.","An act to add and repeal Section 490.4 of, and to add and repeal Chapter 13 (commencing with Section 13899) of Title 6 of Part 4 of, the Penal Code, relating to theft, and declaring the urgency thereof, to take effect immediately.",0,,2021-07-21,"Chaptered by Secretary of State - Chapter 113, Statutes of 2021.",https://legiscan.com/CA/bill/AB331/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB331
1426674,1791,AB332,4,Passed,2021-08-31,"Hazardous waste: treated wood waste: management standards.","An act to amend, renumber, and repeal Section 25150.8 of, and to add and repeal Article 11.2 (commencing with Section 25230) of Chapter 6.5 of Division 20 of, the Health and Safety Code, relating to hazardous waste, and declaring the urgency thereof, to take effect immediately.",0,,2021-08-31,"Chaptered by Secretary of State - Chapter 147, Statutes of 2021.",https://legiscan.com/CA/bill/AB332/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB332
1426675,1791,AB333,4,Passed,2021-10-08,"Participation in a criminal street gang: enhanced sentence.","An act to amend Section 186.22 of, and to add Section 1109 to, the Penal Code, relating to criminal gangs.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 699, Statutes of 2021.",https://legiscan.com/CA/bill/AB333/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB333
1426676,1791,AB334,2,Engrossed,2021-05-20,"Workers’ compensation: skin cancer.","An act to amend Section 3212.11 of the Labor Code, relating to workers’ compensation.",0,,2021-09-10,"Ordered to inactive file at the request of Senator Cortese.",https://legiscan.com/CA/bill/AB334/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB334
1426677,1791,AB335,4,Passed,2021-10-08,"California Consumer Privacy Act of 2018: vessel information.","An act to amend Section 1798.145 of the Civil Code, relating to privacy.",0,,2021-10-08,"Chaptered by Secretary of State - Chapter 700, Statutes of 2021.",https://legiscan.com/CA/bill/AB335/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB335
1426678,1791,AB336,4,Passed,2021-06-28,"Enhanced infrastructure financing districts: public financing authority: members: joint powers authorities.","An act to amend Section 53398.51.1 of the Government Code, relating to enhanced infrastructure financing districts.",0,,2021-06-28,"Chaptered by Secretary of State - Chapter 22, Statutes of 2021.",https://legiscan.com/CA/bill/AB336/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB336
